"","newID","Source","Location","GPS","Host.Species","Aliquot","Infection.Type","Slaughter.Year","Slaughter.Month","Slaughter.Day","Sex","Age.months","Age.class","Breed","Domestic","Previous.Treatment","Shared.Grazing","Ruminant","Feeder","GPSlevel","year","month","DailyMaxTemp","DailyMinTemp","Precipitation","DailyWindSpeed","DailyMeanTemp"
"595","CaHb22","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"April",15,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,4,26.648,11.504,1.221,2.149,19.076
"598","CaHb23","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"April",15,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,4,26.648,11.504,1.221,2.149,19.076
"601","CaHb24","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"May",14,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,5,23.751,7.15100000000001,0.485,2.56,15.451
"604","CaHb25","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"June",12,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,6,20.55,4.18800000000005,0.129,2.535,12.369
"607","CaHb26","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1970,"June",12,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1970,6,20.55,4.18800000000005,0.129,2.535,12.369
"610","CaHb3","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"May",14,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,5,22.234,7.44100000000003,1.681,2.215,14.8375
"613","CaHb4","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"July",11,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,7,21.665,4.947,0.025,2.338,13.306
"616","CaHb5","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"July",11,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,7,21.665,4.947,0.025,2.338,13.306
"619","CaHb6","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"August",11,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,8,23.818,5.80600000000004,0.061,2.584,14.812
"622","CaHb7","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"August",11,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,8,23.818,5.80600000000004,0.061,2.584,14.812
"625","CaHb8","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"September",10,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,9,26.483,8.87,0.667,3.283,17.6765
"628","CaHb9","Horak1978d","Transvaal, South Africa","25°50'S 27°58' E","Cattle","total counts presented, though might have been made from aliquots","Tracer",1969,"September",10,NA,7,"Juvenile","Friesland-type",TRUE,"2 months",FALSE,TRUE,"Grazer",18,1969,9,26.483,8.87,0.667,3.283,17.6765
"631","CaL1","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1997,"July",30,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1997,7,16.641,4.42200000000003,0.109,2.66,10.5315
"639","CaL18","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1997,"July",30,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1997,7,16.641,4.42200000000003,0.109,2.66,10.5315
"647","CaL2","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1997,"July",30,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1997,7,16.641,4.42200000000003,0.109,2.66,10.5315
"655","CaL21","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1997,"July",30,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1997,7,16.641,4.42200000000003,0.109,2.66,10.5315
"663","CaL23","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1997,"July",30,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1997,7,16.641,4.42200000000003,0.109,2.66,10.5315
"671","CaL3","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1997,"July",30,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1997,7,16.641,4.42200000000003,0.109,2.66,10.5315
"679","CaL4","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1997,"July",30,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1997,7,16.641,4.42200000000003,0.109,2.66,10.5315
"687","CaL7","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1997,"July",30,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1997,7,16.641,4.42200000000003,0.109,2.66,10.5315
"695","CaLR11","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1998,"August",13,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1998,8,20.382,4.77500000000003,0,2.867,12.5785
"703","CaLR12","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1998,"August",13,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1998,8,20.382,4.77500000000003,0,2.867,12.5785
"711","CaLR17","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1998,"August",13,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1998,8,20.382,4.77500000000003,0,2.867,12.5785
"719","CaLR19","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1998,"August",13,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1998,8,20.382,4.77500000000003,0,2.867,12.5785
"727","CaLR2","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1998,"August",13,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1998,8,20.382,4.77500000000003,0,2.867,12.5785
"735","CaLR22","Louw1999","Mpumalanga, South Africa","25°31'S 30°07' E","Cattle","1/20th microscopic, rest macroscopic","Natural",1998,"August",13,"M",8,"Juvenile","Drakensberger",TRUE,"None",TRUE,TRUE,"Grazer",17,1998,8,20.382,4.77500000000003,0,2.867,12.5785
"743","CaS1","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","all counted macroscopically","Tracer",1975,"October",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1975,10,30.292,15.254,0.658,3.004,22.773
"748","CaS10","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"February ",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,NA,NA,NA,NA,NA,NA
"753","CaS11","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"March",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,3,28.684,17.615,3.707,1.962,23.1495
"758","CaS12","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"March",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,3,28.684,17.615,3.707,1.962,23.1495
"763","CaS13","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"April",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,4,26.941,13.603,1.198,1.592,20.272
"768","CaS14","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"April",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,4,26.941,13.603,1.198,1.592,20.272
"773","CaS15","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"May",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,5,23.73,9.34800000000001,0.853,1.868,16.539
"778","CaS16","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"May",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,5,23.73,9.34800000000001,0.853,1.868,16.539
"783","CaS17","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"June",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,6,22.866,5.685,0,2.434,14.2755
"788","CaS18","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"June",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,6,22.866,5.685,0,2.434,14.2755
"793","CaS19","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"July",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,7,24.272,5.423,0,2.201,14.8475
"798","CaS2","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","all counted macroscopically","Tracer",1975,"October",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1975,10,30.292,15.254,0.658,3.004,22.773
"803","CaS20","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"July",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,7,24.272,5.423,0,2.201,14.8475
"808","CaS21","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"August",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,8,25.933,6.49600000000004,0,2.252,16.2145
"813","CaS22","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"August",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,8,25.933,6.49600000000004,0,2.252,16.2145
"818","CaS23","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"September",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,9,29.12,13.558,0.61,2.644,21.339
"823","CaS24","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"September",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,9,29.12,13.558,0.61,2.644,21.339
"828","CaS25","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"October",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,10,28.848,15.517,1.319,2.867,22.1825
"833","CaS26","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"October",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,10,28.848,15.517,1.319,2.867,22.1825
"838","CaS27","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"November",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,11,30.047,16.584,3.414,2.623,23.3155
"843","CaS28","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"November",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,11,30.047,16.584,3.414,2.623,23.3155
"848","CaS3","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1975,"November",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1975,11,32.045,17.583,2.915,2.728,24.814
"853","CaS4","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1975,"November",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1975,11,32.045,17.583,2.915,2.728,24.814
"858","CaS5","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1975,"December",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1975,12,29.526,17.851,4.58,2.447,23.6885
"863","CaS6","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1975,"December",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1975,12,29.526,17.851,4.58,2.447,23.6885
"868","CaS7","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"January",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,1,28.866,18.497,4.057,2.493,23.6815
"873","CaS8","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"January",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,1,28.866,18.497,4.057,2.493,23.6815
"878","CaS9","Schroder1979","Northern Transvaal, South Africa","24°05' S 27°35' E","Cattle","1/10th plus rest macroscopically examined if large found in aliquot","Tracer",1976,"February ",NA,"M",14,"Juvenile",NA,TRUE,"1 month",FALSE,TRUE,"Grazer",9,1976,NA,NA,NA,NA,NA,NA
"1362","Du1","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1979,"May",NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1979,5,24.401,8.86400000000003,0.148,1.905,16.6325
"1372","Du14","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1980,"September",NA,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1980,9,24.794,10.525,1.122,2.894,17.6595
"1382","Du15","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1980,"November",NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1980,11,27.3,15.225,4.689,3.081,21.2625
"1392","Du16","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1980,"November",NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1980,11,27.3,15.225,4.689,3.081,21.2625
"1402","Du18","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1981,"February",NA,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1981,2,27.056,16.243,2.55,2.087,21.6495
"1412","Du19","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1981,"February",NA,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1981,2,27.056,16.243,2.55,2.087,21.6495
"1422","Du2","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1979,"May",NA,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1979,5,24.401,8.86400000000003,0.148,1.905,16.6325
"1432","Du20","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1981,"March",NA,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1981,3,26.4570000000001,14.775,2.373,1.917,20.616
"1442","Du21","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1981,"March",NA,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1981,3,26.4570000000001,14.775,2.373,1.917,20.616
"1452","Du3","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1979,"July",NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1979,7,19.675,4.52500000000003,0.065,2.473,12.1
"1462","Du4","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1979,"July",NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1979,7,19.675,4.52500000000003,0.065,2.473,12.1
"1472","Du5","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1979,"August",NA,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1979,8,23.783,8.43900000000002,0.402,2.489,16.111
"1482","Du6","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1979,"August",NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1979,8,23.783,8.43900000000002,0.402,2.489,16.111
"1492","Du7","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1979,"October",NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1979,10,29.25,15.244,2.286,2.93,22.247
"1502","Du8","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1979,"October",NA,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1979,10,29.25,15.244,2.286,2.93,22.247
"1512","Du9","Boomker1983","Central Transvaal, South Africa","24°30'S 28°29' E","Common_duiker","1/10th volume","Natural",1980,"January",NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Browser",11,1980,1,28.254,16.198,5.621,2.576,22.226
"1522","DuK10","Boomker1986","Kruger, South Africa","25°28'S 31°31' E","Common_duiker","1/10th volume","Natural",1980,"February",NA,"M",NA,"Prime adult",NA,FALSE,"None",TRUE,TRUE,"Browser",16,1980,2,32.732,21.3320000000001,3.494,2.229,27.032
"1532","DuK12","Boomker1986","Kruger, South Africa","25°28'S 31°31' E","Common_duiker","1/10th volume","Natural",1980,"May",NA,"M",NA,"Old adult",NA,FALSE,"None",TRUE,TRUE,"Browser",16,1980,5,29.389,13.045,0.261,2.666,21.217
"1542","DuK13","Boomker1986","Kruger, South Africa","25°28'S 31°31' E","Common_duiker","1/10th volume","Natural",1980,"May",NA,"F",NA,"Prime adult",NA,FALSE,"None",TRUE,TRUE,"Browser",16,1980,5,29.389,13.045,0.261,2.666,21.217
"1552","DuK17","Boomker1986","Kruger, South Africa","25°28'S 31°31' E","Common_duiker","1/10th volume","Natural",1981,"January",NA,"M",NA,"Young adult",NA,FALSE,"None",TRUE,TRUE,"Browser",16,1981,1,33.913,22.394,5.853,2.345,28.1535
"883","Do1","Matthee2000","Mpumalanga, South Africa",NA,"Donkey","1/10th from stomach, 2/10th from gut sections, rest examined macroscopically","Natural",NA,NA,NA,NA,NA,"Adult",NA,TRUE,"None",FALSE,FALSE,"Grazer",NA,NA,NA,NA,NA,NA,NA,NA
